id,english,dwarf,elf,goblin,human,disambig,pos,noun,verb
5695,submerging,rûl,tape,tomsu,nohus,,verb,,present participle
5696,cyclone,tholest,quico,tosnung,zurko,,noun,singular,
5697,cyclones,tholest,quico,tosnung,zurko,,noun,plural,
5698,typhoon,tishak,múya,xömlox,kafek,,noun,singular,
5699,typhoons,tishak,múya,xömlox,kafek,,noun,plural,
5700,hurricane,tharith,iwethi,tosm,satheth,,noun,singular,
5701,hurricanes,tharith,iwethi,tosm,satheth,,noun,plural,
5702,gale,vutram,imiwa,odmu,irka,,noun,singular,
5703,gales,vutram,imiwa,odmu,irka,,noun,plural,
5704,tornado,shotom,ereyi,muko,idri,,noun,singular,
5705,tornados,shotom,ereyi,muko,idri,,noun,plural,
4243,mean,fashuk,osata,alor,strem,nasty,adjective,,
4245,mean,ûbom,nétho,ozub,gol,low,adjective,,
4242,meanness,fashuk,osata,alor,strem,nasty,noun,singular,
4244,meanness,ûbom,nétho,ozub,gol,low,noun,singular,
5710,hailing,ïlun,bili,obu,reme,,verb,,present participle
5711,hail,râluk,eriÿa,spostnal,gelu,,noun,singular,
4646,order,lotol,feri,axusp,cika,group,noun,singular,
4661,order,shed,cadame,spakmuz,kor,concept,noun,singular,
3653,play,titthal,mithe,lungo,beru,fun,noun,singular,
3655,play,titthal,mithe,lungo,beru,fun,verb,,present 1st person
5716,hailing,râluk,eriÿa,spostnal,gelu,,verb,,plural
5717,hale,vosut,ilimi,lêzen,ashcir,,adjective,,
5718,robustness,sûbil,milafe,ospong,atup,,noun,singular,
5719,robust,sûbil,milafe,ospong,atup,,adjective,,
5720,hardiness,ifin,otheta,slong,vost,,noun,singular,
5721,hardy,ifin,otheta,slong,vost,,adjective,,
5722,vigor,okosh,ìle,botun,bok,,noun,singular,
5723,vigorous,okosh,ìle,botun,bok,,adjective,,
5724,air,zafal,imì,xusmzûk,idem,,noun,singular,
5725,splash,rulush,wara,ath,ofo,,noun,singular,
5726,splashes,rulush,wara,ath,ofo,,noun,plural,
5727,splash,rulush,wara,ath,ofo,,verb,,present 1st person
5728,splashes,rulush,wara,ath,ofo,,verb,,present 3rd person
5729,splashed,rulush,wara,ath,ofo,,verb,,preterite
5730,splashed,rulush,wara,ath,ofo,,verb,,past participle
5731,splashing,rulush,wara,ath,ofo,,verb,,present participle
5732,dabbler,gikut,aquane,naxôb,bekdil,,noun,singular,
5733,dabblers,gikut,aquane,naxôb,bekdil,,noun,plural,
5734,dabbling,gikut,aquane,naxôb,bekdil,,adjective,,
5735,dabble,gikut,aquane,naxôb,bekdil,,verb,,present 1st person
5736,dabbles,gikut,aquane,naxôb,bekdil,,verb,,present 3rd person
5737,dabbled,gikut,aquane,naxôb,bekdil,,verb,,preterite
5738,dabbled,gikut,aquane,naxôb,bekdil,,verb,,past participle
5739,dabbling,gikut,aquane,naxôb,bekdil,,verb,,present participle
5740,doused,rem,refa,spudta,togir,,adjective,,
5741,douse,rem,refa,spudta,togir,,verb,,present 1st person
5742,douses,rem,refa,spudta,togir,,verb,,present 3rd person
5743,doused,rem,refa,spudta,togir,,verb,,preterite
5744,doused,rem,refa,spudta,togir,,verb,,past participle
5745,dousing,rem,refa,spudta,togir,,verb,,present participle
5746,drenched,thikthog,cedo,oslosm,ispsug,,adjective,,
5747,drench,thikthog,cedo,oslosm,ispsug,,verb,,present 1st person
5748,drenches,thikthog,cedo,oslosm,ispsug,,verb,,present 3rd person
5749,drenched,thikthog,cedo,oslosm,ispsug,,verb,,preterite
5750,drenched,thikthog,cedo,oslosm,ispsug,,verb,,past participle
5751,drenching,thikthog,cedo,oslosm,ispsug,,verb,,present participle
5752,moistness,idash,oci,ûrer,sedast,,noun,singular,
5753,moist,idash,oci,ûrer,sedast,,adjective,,
5754,moisten,idash,oci,ûrer,sedast,,verb,,present 1st person
5755,moistens,idash,oci,ûrer,sedast,,verb,,present 3rd person
5756,moistened,idash,oci,ûrer,sedast,,verb,,preterite
5757,moistened,idash,oci,ûrer,sedast,,verb,,past participle
5758,moistening,idash,oci,ûrer,sedast,,verb,,present participle
5759,plunge,tathtat,calathi,bod,nulce,,noun,singular,
5760,plunges,tathtat,calathi,bod,nulce,,noun,plural,
5761,plunge,tathtat,calathi,bod,nulce,,verb,,present 1st person
5762,plunges,tathtat,calathi,bod,nulce,,verb,,present 3rd person
5763,plunged,tathtat,calathi,bod,nulce,,verb,,preterite
5764,plunged,tathtat,calathi,bod,nulce,,verb,,past participle
5765,plunging,tathtat,calathi,bod,nulce,,verb,,present participle
5766,shower,mesir,bali,gâxu,ethlal,,noun,singular,
5767,showers,mesir,bali,gâxu,ethlal,,noun,plural,
5768,shower,mesir,bali,gâxu,ethlal,,verb,,present 1st person
5769,showers,mesir,bali,gâxu,ethlal,,verb,,present 3rd person
5770,showered,mesir,bali,gâxu,ethlal,,verb,,preterite
5771,showered,mesir,bali,gâxu,ethlal,,verb,,past participle
5772,showering,mesir,bali,gâxu,ethlal,,verb,,present participle
5773,slop,lirér,fuvi,bul,quihu,,noun,singular,
5774,sloppy,lirér,fuvi,bul,quihu,,adjective,,
5775,slop,lirér,fuvi,bul,quihu,,verb,,present 1st person
5776,slops,lirér,fuvi,bul,quihu,,verb,,present 3rd person
5777,slopped,lirér,fuvi,bul,quihu,,verb,,preterite
5778,slopped,lirér,fuvi,bul,quihu,,verb,,past participle
5779,slopping,lirér,fuvi,bul,quihu,,verb,,present participle
5780,slosh,îlkeb,eye,ozstur,uki,,verb,,present 1st person
5781,sloshes,îlkeb,eye,ozstur,uki,,verb,,present 3rd person
5782,sloshed,îlkeb,eye,ozstur,uki,,verb,,preterite
5783,sloshed,îlkeb,eye,ozstur,uki,,verb,,past participle
5784,sloshing,îlkeb,eye,ozstur,uki,,verb,,present participle
5785,soaked,adag,lafo,lod,budzu,,adjective,,
5786,soak,adag,lafo,lod,budzu,,verb,,present 1st person
5787,soaks,adag,lafo,lod,budzu,,verb,,present 3rd person
5788,soaked,adag,lafo,lod,budzu,,verb,,preterite
5789,soaked,adag,lafo,lod,budzu,,verb,,past participle
5790,soaking,adag,lafo,lod,budzu,,verb,,present participle
5791,spattered,isak,aci,otkel,samspi,,adjective,,
5792,spatter,isak,aci,otkel,samspi,,verb,,present 1st person
5793,spatters,isak,aci,otkel,samspi,,verb,,present 3rd person
5794,spattered,isak,aci,otkel,samspi,,verb,,preterite
5795,spattered,isak,aci,otkel,samspi,,verb,,past participle
5796,spattering,isak,aci,otkel,samspi,,verb,,present participle
5797,splattered,kekim,idata,slaz,gethdaz,,adjective,,
5798,splatter,kekim,idata,slaz,gethdaz,,verb,,present 1st person
5799,splatters,kekim,idata,slaz,gethdaz,,verb,,present 3rd person
5800,splattered,kekim,idata,slaz,gethdaz,,verb,,preterite
5801,splattered,kekim,idata,slaz,gethdaz,,verb,,past participle
5802,splattering,kekim,idata,slaz,gethdaz,,verb,,present participle
5803,spray,bâsen,cirono,tostra,taba,,noun,singular,
5804,sprays,bâsen,cirono,tostra,taba,,noun,plural,
5805,sprayed,bâsen,cirono,tostra,taba,,adjective,,
5806,spray,bâsen,cirono,tostra,taba,,verb,,present 1st person
5807,sprays,bâsen,cirono,tostra,taba,,verb,,present 3rd person
5808,sprayed,bâsen,cirono,tostra,taba,,verb,,preterite
5809,sprayed,bâsen,cirono,tostra,taba,,verb,,past participle
5810,spraying,bâsen,cirono,tostra,taba,,verb,,present participle
5811,spread,koman,faÿile,unug,pos,,adjective,,
5812,spread,koman,faÿile,unug,pos,,verb,,present 1st person
5813,spreads,koman,faÿile,unug,pos,,verb,,present 3rd person
5814,spread,koman,faÿile,unug,pos,,verb,,preterite
5815,spread,koman,faÿile,unug,pos,,verb,,past participle
5816,spreading,koman,faÿile,unug,pos,,verb,,present participle
5817,sprinkle,imesh,omula,uslûr,cosin,,verb,,present 1st person
5818,sprinkles,imesh,omula,uslûr,cosin,,verb,,present 3rd person
5819,sprinkled,imesh,omula,uslûr,cosin,,verb,,preterite
5820,sprinkled,imesh,omula,uslûr,cosin,,verb,,past participle
5821,sprinkling,imesh,omula,uslûr,cosin,,verb,,present participle
5822,twinkle,shetbêth,icica,tod,istra,,noun,singular,
5823,twinkles,shetbêth,icica,tod,istra,,noun,plural,
5824,twinkling,shetbêth,icica,tod,istra,,adjective,,
5825,twinkle,shetbêth,icica,tod,istra,,verb,,present 1st person
5826,twinkles,shetbêth,icica,tod,istra,,verb,,present 3rd person
5827,twinkled,shetbêth,icica,tod,istra,,verb,,preterite
5828,twinkled,shetbêth,icica,tod,istra,,verb,,past participle
5829,twinkling,shetbêth,icica,tod,istra,,verb,,present participle
5830,squirt,ulåb,fòri,sur,tuthru,,verb,,present 1st person
5831,squirts,ulåb,fòri,sur,tuthru,,verb,,present 3rd person
5832,squirted,ulåb,fòri,sur,tuthru,,verb,,preterite
5833,squirted,ulåb,fòri,sur,tuthru,,verb,,past participle
5834,squirting,ulåb,fòri,sur,tuthru,,verb,,present participle
5835,wad,dogik,bithemi,stroxzak,dap,,noun,singular,
5836,wads,dogik,bithemi,stroxzak,dap,,noun,plural,
5837,wade,rodim,ethefa,muspbo,huro,,verb,,present 1st person
5838,wades,rodim,ethefa,muspbo,huro,,verb,,present 3rd person
5839,waded,rodim,ethefa,muspbo,huro,,verb,,preterite
5840,waded,rodim,ethefa,muspbo,huro,,verb,,past participle
5841,wading,rodim,ethefa,muspbo,huro,,verb,,present participle
5842,wet,kathil,bamefa,ugust,ukor,,adjective,,
5843,wet,kathil,bamefa,ugust,ukor,,verb,,present 1st person
5844,wets,kathil,bamefa,ugust,ukor,,verb,,present 3rd person
5845,wet,kathil,bamefa,ugust,ukor,,verb,,preterite
5846,wet,kathil,bamefa,ugust,ukor,,verb,,past participle
5847,wetting,kathil,bamefa,ugust,ukor,,verb,,present participle
5848,faded,öndin,mèfi,snung,lomu,,adjective,,
5849,fade,öndin,mèfi,snung,lomu,,verb,,present 1st person
5850,fades,öndin,mèfi,snung,lomu,,verb,,present 3rd person
5851,faded,öndin,mèfi,snung,lomu,,verb,,preterite
5852,faded,öndin,mèfi,snung,lomu,,verb,,past participle
5853,fading,öndin,mèfi,snung,lomu,,verb,,present participle
5854,colorless,mekur,ace,odmo,otod,,adjective,,
5855,blanch,enoz,cepe,snod,oprig,,verb,,present 1st person
5856,blanches,enoz,cepe,snod,oprig,,verb,,present 3rd person
5857,blanched,enoz,cepe,snod,oprig,,verb,,preterite
5858,blanched,enoz,cepe,snod,oprig,,verb,,past participle
5859,blanching,enoz,cepe,snod,oprig,,verb,,present participle
5860,bleach,satneng,fataba,snorbû,thremlu,,verb,,present 1st person
5861,bleaches,satneng,fataba,snorbû,thremlu,,verb,,present 3rd person
5862,bleached,satneng,fataba,snorbû,thremlu,,verb,,preterite
5863,bleached,satneng,fataba,snorbû,thremlu,,verb,,past participle
5864,bleaching,satneng,fataba,snorbû,thremlu,,verb,,present participle
5865,blench,rotig,wiritha,osum,vesh,,verb,,present 1st person
5866,blenches,rotig,wiritha,osum,vesh,,verb,,present 3rd person
5867,blenched,rotig,wiritha,osum,vesh,,verb,,preterite
5868,blenched,rotig,wiritha,osum,vesh,,verb,,past participle
5869,blenching,rotig,wiritha,osum,vesh,,verb,,present participle
5870,flinch,sofûsh,ùceÿi,âstong,cac,,verb,,present 1st person
5871,flinches,sofûsh,ùceÿi,âstong,cac,,verb,,present 3rd person
5872,flinched,sofûsh,ùceÿi,âstong,cac,,verb,,preterite
5873,flinched,sofûsh,ùceÿi,âstong,cac,,verb,,past participle
5874,flinching,sofûsh,ùceÿi,âstong,cac,,verb,,present participle
5875,appearance,asrer,uli,arur,uñir,,noun,singular,
5876,appearances,asrer,uli,arur,uñir,,noun,plural,
5877,appear,asrer,uli,arur,uñir,,verb,,present 1st person
5878,appears,asrer,uli,arur,uñir,,verb,,present 3rd person
5879,appeared,asrer,uli,arur,uñir,,verb,,preterite
5880,appeared,asrer,uli,arur,uñir,,verb,,past participle
5881,appearing,asrer,uli,arur,uñir,,verb,,present participle
5882,disappearance,ozleb,éfafú,slole,norod,,noun,singular,
5883,disappearances,ozleb,éfafú,slole,norod,,noun,plural,
5884,disappear,ozleb,éfafú,slole,norod,,verb,,present 1st person
5885,disappears,ozleb,éfafú,slole,norod,,verb,,present 3rd person
5886,disappeared,ozleb,éfafú,slole,norod,,verb,,preterite
5887,disappeared,ozleb,éfafú,slole,norod,,verb,,past participle
5888,disappearing,ozleb,éfafú,slole,norod,,verb,,present participle
5889,dissolve,etath,etawe,gasm,xat,,verb,,present 1st person
5890,dissolves,etath,etawe,gasm,xat,,verb,,present 3rd person
5891,dissolved,etath,etawe,gasm,xat,,verb,,preterite
5892,dissolved,etath,etawe,gasm,xat,,verb,,past participle
5893,dissolving,etath,etawe,gasm,xat,,verb,,present participle
5894,dull,rumad,esa,ngest,nid,,adjective,,
5895,dull,rumad,esa,ngest,nid,,verb,,present 1st person
5896,dulls,rumad,esa,ngest,nid,,verb,,present 3rd person
5897,dulled,rumad,esa,ngest,nid,,verb,,preterite
5898,dulled,rumad,esa,ngest,nid,,verb,,past participle
5899,dulling,rumad,esa,ngest,nid,,verb,,present participle
5900,evaporation,esäst,èla,alum,kelkif,,noun,singular,
5901,evaporated,esäst,èla,alum,kelkif,,adjective,,
5902,evaporate,esäst,èla,alum,kelkif,,verb,,present 1st person
5903,evaporates,esäst,èla,alum,kelkif,,verb,,present 3rd person
5904,evaporated,esäst,èla,alum,kelkif,,verb,,preterite
5905,evaporated,esäst,èla,alum,kelkif,,verb,,past participle
5906,evaporating,esäst,èla,alum,kelkif,,verb,,present participle
5907,luster,suvas,loré,gen,icgil,,noun,singular,
5908,lusters,suvas,loré,gen,icgil,,noun,plural,
5909,lustrous,suvas,loré,gen,icgil,,adjective,,
5910,tone,bal,wamiwi,zukåx,imbo,,noun,singular,
5911,tones,bal,wamiwi,zukåx,imbo,,noun,plural,
5912,tone,bal,wamiwi,zukåx,imbo,,verb,,present 1st person
5913,tones,bal,wamiwi,zukåx,imbo,,verb,,present 3rd person
5914,toned,bal,wamiwi,zukåx,imbo,,verb,,preterite
5915,toned,bal,wamiwi,zukåx,imbo,,verb,,past participle
5916,toning,bal,wamiwi,zukåx,imbo,,verb,,present participle
5917,vanishment,oshot,tathali,spastrum,vithba,,noun,singular,
5918,vanished,oshot,tathali,spastrum,vithba,,adjective,,
5919,vanish,oshot,tathali,spastrum,vithba,,verb,,present 1st person
5920,vanishes,oshot,tathali,spastrum,vithba,,verb,,present 3rd person
5921,vanished,oshot,tathali,spastrum,vithba,,verb,,preterite
5922,vanished,oshot,tathali,spastrum,vithba,,verb,,past participle
5923,vanishing,oshot,tathali,spastrum,vithba,,verb,,present participle
5924,washed,stelid,lebovo,lulo,tega,,adjective,,
5925,wash,stelid,lebovo,lulo,tega,,verb,,present 1st person
5926,washes,stelid,lebovo,lulo,tega,,verb,,present 3rd person
5927,washed,stelid,lebovo,lulo,tega,,verb,,preterite
5928,washed,stelid,lebovo,lulo,tega,,verb,,past participle
5929,washing,stelid,lebovo,lulo,tega,,verb,,present participle
5930,abatement,med,vithi,xubok,nogu,,noun,singular,
5931,abated,med,vithi,xubok,nogu,,adjective,,
5932,abate,med,vithi,xubok,nogu,,verb,,present 1st person
5933,abates,med,vithi,xubok,nogu,,verb,,present 3rd person
5934,abated,med,vithi,xubok,nogu,,verb,,preterite
5935,abated,med,vithi,xubok,nogu,,verb,,past participle
5936,abating,med,vithi,xubok,nogu,,verb,,present participle
5937,decline,inir,tona,slol,zengtho,,noun,singular,
5938,declines,inir,tona,slol,zengtho,,noun,plural,
5939,declining,inir,tona,slol,zengtho,,adjective,,
5940,decline,inir,tona,slol,zengtho,,verb,,present 1st person
5941,declines,inir,tona,slol,zengtho,,verb,,present 3rd person
5942,declined,inir,tona,slol,zengtho,,verb,,preterite
5943,declined,inir,tona,slol,zengtho,,verb,,past participle
5944,declining,inir,tona,slol,zengtho,,verb,,present participle
5945,deterioration,sîbosh,femiyó,gesnö,sulak,,noun,singular,
5946,deteriorated,sîbosh,femiyó,gesnö,sulak,,adjective,,
5947,deteriorate,sîbosh,femiyó,gesnö,sulak,,verb,,present 1st person
5948,deteriorates,sîbosh,femiyó,gesnö,sulak,,verb,,present 3rd person
5949,deteriorated,sîbosh,femiyó,gesnö,sulak,,verb,,preterite
5950,deteriorated,sîbosh,femiyó,gesnö,sulak,,verb,,past participle
5951,deteriorating,sîbosh,femiyó,gesnö,sulak,,verb,,present participle
5952,diminishment,lunrud,ike,lômû,mota,,noun,singular,
5953,diminished,lunrud,ike,lômû,mota,,adjective,,
5954,diminish,lunrud,ike,lômû,mota,,verb,,present 1st person
5955,diminishes,lunrud,ike,lômû,mota,,verb,,present 3rd person
5956,diminished,lunrud,ike,lômû,mota,,verb,,preterite
5957,diminished,lunrud,ike,lômû,mota,,verb,,past participle
5958,diminishing,lunrud,ike,lômû,mota,,verb,,present participle
5959,dispersal,olum,ivire,ägngu,jori,,noun,singular,
5960,dispersed,olum,ivire,ägngu,jori,,adjective,,
5961,disperse,olum,ivire,ägngu,jori,,verb,,present 1st person
5962,disperses,olum,ivire,ägngu,jori,,verb,,present 3rd person
5963,dispersed,olum,ivire,ägngu,jori,,verb,,preterite
5964,dispersed,olum,ivire,ägngu,jori,,verb,,past participle
5965,dispersing,olum,ivire,ägngu,jori,,verb,,present participle
5966,droopiness,shuk,eÿi,zoslu,smoma,,noun,singular,
5967,droopy,shuk,eÿi,zoslu,smoma,,adjective,,
5968,droop,shuk,eÿi,zoslu,smoma,,verb,,present 1st person
5969,droops,shuk,eÿi,zoslu,smoma,,verb,,present 3rd person
5970,drooped,shuk,eÿi,zoslu,smoma,,verb,,preterite
5971,drooped,shuk,eÿi,zoslu,smoma,,verb,,past participle
5972,drooping,shuk,eÿi,zoslu,smoma,,verb,,present participle
5973,dwindling,ôler,ÿofe,dusp,dugvur,,adjective,,
5974,dwindle,ôler,ÿofe,dusp,dugvur,,verb,,present 1st person
5975,dwindles,ôler,ÿofe,dusp,dugvur,,verb,,present 3rd person
5976,dwindled,ôler,ÿofe,dusp,dugvur,,verb,,preterite
5977,dwindled,ôler,ÿofe,dusp,dugvur,,verb,,past participle
5978,dwindling,ôler,ÿofe,dusp,dugvur,,verb,,present participle
5979,kindling,stizash,mocuri,omngo,radi,,noun,singular,
5980,kindled,stizash,mocuri,omngo,radi,,adjective,,
5981,kindle,stizash,mocuri,omngo,radi,,verb,,present 1st person
5982,kindles,stizash,mocuri,omngo,radi,,verb,,present 3rd person
5983,kindled,stizash,mocuri,omngo,radi,,verb,,preterite
5984,kindled,stizash,mocuri,omngo,radi,,verb,,past participle
5985,kindling,stizash,mocuri,omngo,radi,,verb,,present participle
5986,stoker,gusgash,ici,orar,ezif,,noun,singular,
5987,stokers,gusgash,ici,orar,ezif,,noun,plural,
5988,stoked,gusgash,ici,orar,ezif,,adjective,,
5989,stoke,gusgash,ici,orar,ezif,,verb,,present 1st person
5990,stokes,gusgash,ici,orar,ezif,,verb,,present 3rd person
5991,stoked,gusgash,ici,orar,ezif,,verb,,preterite
5992,stoked,gusgash,ici,orar,ezif,,verb,,past participle
5993,stoking,gusgash,ici,orar,ezif,,verb,,present participle
5994,poker,ïtsas,ricowe,rul,cobi,,noun,singular,
5995,pokers,ïtsas,ricowe,rul,cobi,,noun,plural,
5996,poke,ïtsas,ricowe,rul,cobi,,verb,,present 1st person
5997,pokes,ïtsas,ricowe,rul,cobi,,verb,,present 3rd person
5998,poked,ïtsas,ricowe,rul,cobi,,verb,,preterite
5999,poked,ïtsas,ricowe,rul,cobi,,verb,,past participle
6000,poking,ïtsas,ricowe,rul,cobi,,verb,,present participle
6001,stirred,edan,çara,oga,lemhuh,,adjective,,
6002,stir,edan,çara,oga,lemhuh,,verb,,present 1st person
6003,stirs,edan,çara,oga,lemhuh,,verb,,present 3rd person
6004,stirred,edan,çara,oga,lemhuh,,verb,,preterite
6005,stirred,edan,çara,oga,lemhuh,,verb,,past participle
6006,stirring,edan,çara,oga,lemhuh,,verb,,present participle
6007,feed,ked,nawi,ôngtum,lapa,,noun,singular,
6008,fed,ked,nawi,ôngtum,lapa,,adjective,,
6009,feed,ked,nawi,ôngtum,lapa,,verb,,present 1st person
6010,feeds,ked,nawi,ôngtum,lapa,,verb,,present 3rd person
6011,fed,ked,nawi,ôngtum,lapa,,verb,,preterite
6012,fed,ked,nawi,ôngtum,lapa,,verb,,past participle
6013,feeding,ked,nawi,ôngtum,lapa,,verb,,present participle
6014,failure,ungèg,owe,stul,nusko,,noun,singular,
6015,failures,ungèg,owe,stul,nusko,,noun,plural,
6016,failed,ungèg,owe,stul,nusko,,adjective,,
6017,fail,ungèg,owe,stul,nusko,,verb,,present 1st person
6018,fails,ungèg,owe,stul,nusko,,verb,,present 3rd person
6019,failed,ungèg,owe,stul,nusko,,verb,,preterite
6020,failed,ungèg,owe,stul,nusko,,verb,,past participle
6021,failing,ungèg,owe,stul,nusko,,verb,,present participle
6022,languishing,merrang,amafe,slurob,stráth,,adjective,,
6023,languish,merrang,amafe,slurob,stráth,,verb,,present 1st person
6024,languishes,merrang,amafe,slurob,stráth,,verb,,present 3rd person
6025,languished,merrang,amafe,slurob,stráth,,verb,,preterite
6026,languished,merrang,amafe,slurob,stráth,,verb,,past participle
6027,languishing,merrang,amafe,slurob,stráth,,verb,,present participle
6028,lessened,gudid,ethere,snokuz,odod,,adjective,,
6029,lessen,gudid,ethere,snokuz,odod,,verb,,present 1st person
6030,lessens,gudid,ethere,snokuz,odod,,verb,,present 3rd person
6031,lessened,gudid,ethere,snokuz,odod,,verb,,preterite
6032,lessened,gudid,ethere,snokuz,odod,,verb,,past participle
6033,lessening,gudid,ethere,snokuz,odod,,verb,,present participle
6034,lesson,kashez,eÿeyo,stung,teme,,noun,singular,
6035,lessons,kashez,eÿeyo,stung,teme,,noun,plural,
6036,teacher,amal,maci,ungnô,rossu,,noun,singular,
6037,teachers,amal,maci,ungnô,rossu,,noun,plural,
6038,teach,amal,maci,ungnô,rossu,,verb,,present 1st person
6039,teaches,amal,maci,ungnô,rossu,,verb,,present 3rd person
6040,taught,amal,maci,ungnô,rossu,,verb,,preterite
6041,taught,amal,maci,ungnô,rossu,,verb,,past participle
6042,teaching,amal,maci,ungnô,rossu,,verb,,present participle
6043,mastery,athnîr,ÿamoru,ukoz,bastsan,,noun,singular,
6044,perishment,shithath,more,guspû,zulshag,,noun,singular,
6045,perish,shithath,more,guspû,zulshag,,verb,,present 1st person
6046,perishes,shithath,more,guspû,zulshag,,verb,,present 3rd person
6047,perished,shithath,more,guspû,zulshag,,verb,,preterite
6048,perished,shithath,more,guspû,zulshag,,verb,,past participle
6049,perishing,shithath,more,guspû,zulshag,,verb,,plural
6050,shriveled,istik,cice,kosto,shasik,,adjective,,
6051,shrivel,istik,cice,kosto,shasik,,verb,,present 1st person
6052,shrivels,istik,cice,kosto,shasik,,verb,,present 3rd person
6053,shriveled,istik,cice,kosto,shasik,,verb,,preterite
6054,shriveled,istik,cice,kosto,shasik,,verb,,past participle
6055,shriveling,istik,cice,kosto,shasik,,verb,,present participle
6056,sunken,akmam,gife,sposnu,ewom,,adjective,,
6057,sink,akmam,gife,sposnu,ewom,,verb,,present 1st person
6058,sinks,akmam,gife,sposnu,ewom,,verb,,present 3rd person
6059,sank,akmam,gife,sposnu,ewom,,verb,,preterite
6060,sunk,akmam,gife,sposnu,ewom,,verb,,past participle
6061,sinking,akmam,gife,sposnu,ewom,,verb,,present participle
6062,tapered,timnär,mivocì,rol,meka,,adjective,,
6063,taper,timnär,mivocì,rol,meka,,verb,,present 1st person
6064,tapers,timnär,mivocì,rol,meka,,verb,,present 3rd person
6065,tapered,timnär,mivocì,rol,meka,,verb,,preterite
6066,tapered,timnär,mivocì,rol,meka,,verb,,past participle
6067,tapering,timnär,mivocì,rol,meka,,verb,,present participle
6068,thin,elis,rini,spusm,isac,,adjective,,
6069,thin,elis,rini,spusm,isac,,verb,,present 1st person
6070,thins,elis,rini,spusm,isac,,verb,,present 3rd person
6071,thinned,elis,rini,spusm,isac,,verb,,preterite
6072,thinned,elis,rini,spusm,isac,,verb,,past participle
6073,thinning,elis,rini,spusm,isac,,verb,,present participle
6074,tiredness,kan,coru,urab,sug,,noun,singular,
6075,tired,kan,coru,urab,sug,,adjective,,
6076,tire,kan,coru,urab,sug,,verb,,present 1st person
6077,tires,kan,coru,urab,sug,,verb,,present 3rd person
6078,tired,kan,coru,urab,sug,,verb,,preterite
6079,tired,kan,coru,urab,sug,,verb,,past participle
6080,tiring,kan,coru,urab,sug,,verb,,present participle
6081,wane,lelum,iyicì,ulut,dolil,,noun,singular,
6082,wanes,lelum,iyicì,ulut,dolil,,noun,plural,
6083,waning,lelum,iyicì,ulut,dolil,,adjective,,
6084,wane,lelum,iyicì,ulut,dolil,,verb,,present 1st person
6085,wanes,lelum,iyicì,ulut,dolil,,verb,,present 3rd person
6086,waned,lelum,iyicì,ulut,dolil,,verb,,preterite
6087,waned,lelum,iyicì,ulut,dolil,,verb,,past participle
6088,waning,lelum,iyicì,ulut,dolil,,verb,,present participle
6089,weakness,othil,eneme,tosno,rith,,noun,singular,
6090,weaknesses,othil,eneme,tosno,rith,,noun,plural,
6091,weak,othil,eneme,tosno,rith,,adjective,,
6092,weaken,othil,eneme,tosno,rith,,verb,,present 1st person
6093,weakens,othil,eneme,tosno,rith,,verb,,present 3rd person
6094,weakened,othil,eneme,tosno,rith,,verb,,preterite
6095,weakened,othil,eneme,tosno,rith,,verb,,past participle
6096,weakening,othil,eneme,tosno,rith,,verb,,present participle
6097,wilt,othôs,rónira,ulta,nathob,,noun,singular,
6098,wilts,othôs,rónira,ulta,nathob,,noun,plural,
6099,wilted,othôs,rónira,ulta,nathob,,adjective,,
6100,wilt,othôs,rónira,ulta,nathob,,verb,,present 1st person
6101,wilts,othôs,rónira,ulta,nathob,,verb,,present 3rd person
6102,wilted,othôs,rónira,ulta,nathob,,verb,,preterite
6103,wilted,othôs,rónira,ulta,nathob,,verb,,past participle
6104,wilting,othôs,rónira,ulta,nathob,,verb,,present participle
6105,withered,nentuk,uthe,ngab,omre,,adjective,,
6106,wither,nentuk,uthe,ngab,omre,,verb,,present 1st person
6107,withers,nentuk,uthe,ngab,omre,,verb,,present 3rd person
6108,withered,nentuk,uthe,ngab,omre,,verb,,preterite
6109,withered,nentuk,uthe,ngab,omre,,verb,,past participle
6110,withering,nentuk,uthe,ngab,omre,,verb,,present participle
6111,honor,dural,fidi,rum,uthros,,noun,singular,
6112,honorable,dural,fidi,rum,uthros,,adjective,,
6113,honor,dural,fidi,rum,uthros,,verb,,present 1st person
6114,honors,dural,fidi,rum,uthros,,verb,,present 3rd person
6115,honored,dural,fidi,rum,uthros,,verb,,preterite
6116,honored,dural,fidi,rum,uthros,,verb,,past participle
6117,honoring,dural,fidi,rum,uthros,,verb,,present participle
6118,adoration,salir,emofe,loma,emim,,noun,singular,
6119,adorable,salir,emofe,loma,emim,,adjective,,
6120,adore,salir,emofe,loma,emim,,verb,,present 1st person
6121,adores,salir,emofe,loma,emim,,verb,,present 3rd person
6122,adored,salir,emofe,loma,emim,,verb,,preterite
6123,adored,salir,emofe,loma,emim,,verb,,past participle
6124,adoring,salir,emofe,loma,emim,,verb,,present participle
6125,adulation,kulbet,arare,ngagûs,tuñik,,noun,singular,
6126,celebration,fazís,yipi,axngu,shanum,,noun,singular,
6127,celebrations,fazís,yipi,axngu,shanum,,noun,plural,
6128,celebrated,fazís,yipi,axngu,shanum,,adjective,,
6129,celebrate,fazís,yipi,axngu,shanum,,verb,,present 1st person
6130,celebrates,fazís,yipi,axngu,shanum,,verb,,present 3rd person
6131,celebrated,fazís,yipi,axngu,shanum,,verb,,preterite
